campaign_id,ad_channel,campaign_type,marketing_spend,conversion_rate,impressions
1667,Meta,Seasonal,3159.61,0.05,32341
1668,Meta,Seasonal,4060.6,0.06,35669
1669,Google,Brand Awareness,2843.68,0.05,22928
1670,Email,Brand Awareness,13941.45,0.16,6492
1671,Email,Brand Awareness,16738.2,0.19,40018
1672,Meta,Seasonal,18106.45,0.2,32251
1673,Google,Seasonal,10675.35,0.13,5915
1674,TikTok,Seasonal,15067.49,0.17,41421
1675,Google,Flash Sale,2123.65,0.04,38918
1676,Email,Flash Sale,13404.59,0.15,33470
1677,Email,Seasonal,3394.12,0.05,30206
1678,Meta,Flash Sale,14611.34,0.17,19327
1679,Meta,Brand Awareness,5143.13,0.07,3130
1680,Meta,Seasonal,14073.69,0.16,31278
1681,Google,Flash Sale,18423.98,0.2,37910
1682,Email,Seasonal,12472.53,0.14,37239
1683,Google,Brand Awareness,16932.21,0.19,36791
1684,Google,Brand Awareness,9710.57,0.12,47849
1685,TikTok,Brand Awareness,6404.76,0.08,38514
1686,TikTok,Seasonal,14536.56,0.17,3669
1687,Google,Seasonal,8006.15,0.1,27530
1688,Email,Seasonal,5242.3,0.07,1474
1689,TikTok,Brand Awareness,14667.13,0.17,26743
1690,TikTok,Brand Awareness,4053.29,0.06,25359
1691,TikTok,Brand Awareness,1643.04,0.04,7408
1692,Email,Seasonal,9531.85,0.12,28757
1693,Meta,Brand Awareness,2548.97,0.05,2664
1694,TikTok,Seasonal,1194.96,0.03,18726
1695,TikTok,Seasonal,14614.43,0.17,48172
1696,Meta,Flash Sale,8775.32,0.11,31548
1697,TikTok,Brand Awareness,4226.11,0.06,36369
1698,Email,Brand Awareness,8401.4,0.1,13994
1699,TikTok,Flash Sale,13499.41,0.15,19018
1700,Email,Seasonal,14803.57,0.17,2178
1701,TikTok,Brand Awareness,10659.84,0.13,25460
1702,Email,Seasonal,14472.65,0.16,20652
1703,Meta,Flash Sale,15913.33,0.18,6714
1704,Meta,Flash Sale,7226.36,0.09,27116
1705,Google,Seasonal,17262.11,0.19,48000
1706,Meta,Flash Sale,13279.36,0.15,31387
1707,Email,Brand Awareness,13282.02,0.15,3442
1708,TikTok,Seasonal,13092.46,0.15,47446
1709,Google,Flash Sale,6124.31,0.08,28892
1710,Google,Flash Sale,4012.39,0.06,20639
1711,Email,Brand Awareness,9768.37,0.12,26451
1712,Email,Seasonal,17280.87,0.19,32023
1713,Meta,Seasonal,8356.53,0.1,12055
1714,Email,Flash Sale,5462.91,0.07,13869
1715,Meta,Flash Sale,13651.16,0.16,9966
1716,TikTok,Seasonal,10045.8,0.12,33824
1717,TikTok,Brand Awareness,12659.87,0.15,40544
1718,Email,Brand Awareness,12190.53,0.14,7151
1719,Email,Brand Awareness,19345.58,0.21,24029
1720,TikTok,Brand Awareness,9938.48,0.12,6710
1721,TikTok,Flash Sale,5826.53,0.08,3687
1722,Meta,Brand Awareness,13653.35,0.16,17251
1723,Email,Flash Sale,5381.39,0.07,46930
1724,Google,Brand Awareness,8937.03,0.11,30630
1725,Email,Seasonal,6883.53,0.09,20967
1726,Meta,Seasonal,9675.95,0.12,8729
1727,Email,Seasonal,11303.51,0.13,27681
1728,Meta,Brand Awareness,9048.82,0.11,41351
1729,Google,Flash Sale,16552.45,0.19,49335
1730,Meta,Seasonal,11526.04,0.14,45208
1731,Email,Flash Sale,17066.38,0.19,2755
1732,TikTok,Seasonal,3547.57,0.06,37792
1733,Google,Flash Sale,19673.95,0.22,42550
1734,TikTok,Brand Awareness,15095.76,0.17,48363
1735,Meta,Flash Sale,12018.21,0.14,42340
1736,Meta,Flash Sale,9986.69,0.12,10844
1737,Meta,Brand Awareness,14589.62,0.17,34268
1738,Google,Brand Awareness,16128.06,0.18,40311
1739,Meta,Brand Awareness,6917.82,0.09,8867
1740,Email,Brand Awareness,8944.05,0.11,43661
1741,Meta,Brand Awareness,14245.75,0.16,25506
1742,TikTok,Brand Awareness,12876.8,0.15,30579
1743,Meta,Brand Awareness,18437.4,0.2,21207
1744,TikTok,Flash Sale,17079.27,0.19,45542
1745,Meta,Brand Awareness,18749.69,0.21,25211
1746,Email,Flash Sale,11717.08,0.14,39358
1747,Email,Seasonal,8551.27,0.11,11864
1748,Email,Brand Awareness,12028.17,0.14,39666
1749,Meta,Flash Sale,4210.18,0.06,29431
1750,TikTok,Seasonal,8896.92,0.11,40526
1751,Google,Brand Awareness,12637.51,0.15,44137
1752,Google,Seasonal,19161.2,0.21,20694
1753,TikTok,Brand Awareness,13733.78,0.16,26149
1754,Meta,Flash Sale,10427.91,0.12,16212
1755,TikTok,Flash Sale,16640.72,0.19,35992
1756,Google,Brand Awareness,13329.9,0.15,29220
1757,TikTok,Seasonal,4922.34,0.07,47584
1758,Google,Flash Sale,15502.28,0.18,33125
1759,Meta,Brand Awareness,18870.99,0.21,22857
1760,TikTok,Flash Sale,6637.24,0.09,30396
1761,Google,Seasonal,15705.85,0.18,46339
1762,Email,Brand Awareness,15661.39,0.18,16656
1763,TikTok,Brand Awareness,3285.05,0.05,1095
1764,Google,Flash Sale,11776.29,0.14,4073
1765,TikTok,Seasonal,1235.44,0.03,36361
1766,Meta,Brand Awareness,2786.58,0.05,48932
1767,Meta,Flash Sale,5261.96,0.07,22082
1768,Email,Seasonal,1250.42,0.03,14112
1769,Email,Seasonal,13233.4,0.15,40097
1770,Meta,Flash Sale,4668.37,0.07,25810
1771,Meta,Brand Awareness,12427.87,0.14,8818
1772,Email,Brand Awareness,4364.84,0.06,1459
1773,Meta,Seasonal,6161.18,0.08,30084
1774,TikTok,Flash Sale,10427.16,0.12,32845
1775,Google,Seasonal,7699.37,0.1,26189
1776,Email,Seasonal,2536.58,0.05,22669
1777,Meta,Brand Awareness,7492.27,0.09,35793
1778,Google,Brand Awareness,7089.3,0.09,8750
1779,Meta,Flash Sale,10181.49,0.12,25315
1780,Google,Seasonal,9993.46,0.12,31373
1781,TikTok,Brand Awareness,3510.97,0.06,19698
1782,Meta,Flash Sale,12418.19,0.14,19546
1783,Email,Seasonal,6314.21,0.08,21637
1784,Google,Flash Sale,11413.68,0.13,1687
1785,TikTok,Seasonal,16536.29,0.19,5653
1786,Google,Flash Sale,11801.77,0.14,35508
1787,Email,Brand Awareness,2226.9,0.04,18389
1788,Email,Seasonal,15568.79,0.18,38530
1789,Google,Brand Awareness,8962.29,0.11,16404
1790,Email,Seasonal,11102.47,0.13,13172
1791,Google,Brand Awareness,4183.14,0.06,24585
1792,Email,Flash Sale,11015.94,0.13,17978
1793,Meta,Flash Sale,15016.16,0.17,32024
1794,Google,Flash Sale,14258.58,0.16,46137
1795,Email,Brand Awareness,2097.8,0.04,5626
1796,Email,Seasonal,16162.81,0.18,30003
1797,Meta,Seasonal,9187.8,0.11,45134
1798,Email,Brand Awareness,9213.58,0.11,34176
1799,TikTok,Seasonal,12160.4,0.14,16600
1800,Google,Brand Awareness,6605.71,0.09,31993
1801,Meta,Flash Sale,19207.88,0.21,30716
1802,TikTok,Brand Awareness,6188.41,0.08,27446
1803,Meta,Seasonal,7037.13,0.09,35256
1804,Google,Flash Sale,15300.43,0.17,40139
1805,TikTok,Flash Sale,11370.51,0.13,7647
1806,TikTok,Seasonal,9193.5,0.11,1267
1807,TikTok,Flash Sale,7943.63,0.1,20672
1808,Meta,Seasonal,3014.73,0.05,14436
1809,Google,Brand Awareness,3261.1,0.05,14102
1810,TikTok,Brand Awareness,12785.45,0.15,29074
1811,Meta,Flash Sale,14846.99,0.17,8820
1812,TikTok,Flash Sale,14651.01,0.17,49002
1813,TikTok,Seasonal,18396.28,0.2,12281
1814,Meta,Flash Sale,19840.0,0.22,45780
1815,TikTok,Flash Sale,8553.75,0.11,5503
1816,Meta,Flash Sale,10664.82,0.13,31798
1817,Meta,Seasonal,5161.67,0.07,34599
1818,Google,Brand Awareness,6819.45,0.09,19217
1819,Email,Brand Awareness,2965.96,0.05,32771
1820,TikTok,Brand Awareness,8765.54,0.11,1863
1821,TikTok,Flash Sale,7319.87,0.09,42957
1822,Meta,Brand Awareness,14018.39,0.16,41435
1823,Google,Flash Sale,6975.46,0.09,13531
1824,TikTok,Brand Awareness,7117.88,0.09,29625
1825,Meta,Seasonal,13789.3,0.16,1242
1826,Meta,Seasonal,9412.33,0.11,29138
1827,Email,Seasonal,17793.82,0.2,46861
1828,Meta,Flash Sale,18698.87,0.21,10612
1829,Meta,Flash Sale,19343.86,0.21,48509
1830,Email,Brand Awareness,5819.85,0.08,38565
1831,Email,Brand Awareness,5848.33,0.08,22165
1832,Google,Flash Sale,15978.22,0.18,14771
1833,Email,Seasonal,14509.37,0.17,27541
1834,Google,Seasonal,6856.48,0.09,16584
1835,Google,Seasonal,12559.77,0.15,38163
1836,Google,Flash Sale,5413.57,0.07,39413
1837,Email,Brand Awareness,12060.05,0.14,20909
1838,Email,Brand Awareness,3151.08,0.05,48815
1839,Google,Seasonal,5431.42,0.07,44135
1840,Meta,Brand Awareness,10664.98,0.13,7135
1841,Meta,Seasonal,14808.83,0.17,6003
1842,Meta,Flash Sale,17086.01,0.19,36111
1843,Email,Brand Awareness,15776.43,0.18,4502
1844,TikTok,Seasonal,15201.41,0.17,16197
1845,Meta,Flash Sale,18401.62,0.2,34163
1846,Email,Seasonal,7645.05,0.1,7845
1847,Meta,Seasonal,9919.9,0.12,15853
1848,Meta,Brand Awareness,11731.5,0.14,29367
1849,Meta,Brand Awareness,16888.85,0.19,9017
1850,Google,Flash Sale,1921.73,0.04,1860
1851,TikTok,Brand Awareness,2038.79,0.04,32425
1852,Meta,Brand Awareness,1367.75,0.03,27546
1853,Meta,Seasonal,11624.85,0.14,37557
1854,Google,Seasonal,13267.29,0.15,10145
1855,Google,Seasonal,4322.63,0.06,14681
1856,Google,Flash Sale,18268.18,0.2,10812
1857,Google,Flash Sale,9717.45,0.12,20925
1858,Email,Seasonal,8782.94,0.11,25878
1859,Email,Flash Sale,12957.66,0.15,18216
1860,Google,Brand Awareness,18773.51,0.21,48317
1861,Google,Flash Sale,12175.42,0.14,31724
1862,Meta,Seasonal,13733.28,0.16,24435
1863,Google,Flash Sale,14627.96,0.17,1915
1864,TikTok,Brand Awareness,6102.0,0.08,4381
1865,TikTok,Seasonal,15930.46,0.18,29385
1866,Email,Brand Awareness,1108.08,0.03,35373
1867,Meta,Seasonal,3579.59,0.06,48283
1868,Meta,Seasonal,18797.08,0.21,13125
1869,TikTok,Seasonal,18286.42,0.2,2789
1870,Google,Flash Sale,14359.98,0.16,28814
1871,Meta,Seasonal,13803.9,0.16,44570
1872,TikTok,Brand Awareness,8194.86,0.1,21102
1873,Meta,Seasonal,1246.27,0.03,16942
1874,Email,Flash Sale,2352.5,0.04,20526
1875,Meta,Brand Awareness,19350.78,0.21,4572
1876,Email,Seasonal,18993.68,0.21,24344
1877,Meta,Flash Sale,12981.99,0.15,17140
1878,TikTok,Seasonal,6084.21,0.08,19909
1879,Email,Seasonal,6867.56,0.09,42536
1880,Email,Seasonal,8270.61,0.1,11266
1881,TikTok,Flash Sale,18016.98,0.2,36948
1882,Meta,Brand Awareness,3990.9,0.06,40873
1883,Meta,Brand Awareness,18276.02,0.2,31271
1884,Meta,Seasonal,6872.97,0.09,7253
1885,Meta,Seasonal,7858.9,0.1,19708
1886,TikTok,Flash Sale,16302.91,0.18,27572
1887,TikTok,Brand Awareness,17413.83,0.19,44577
1888,Google,Flash Sale,9400.02,0.11,45690
1889,TikTok,Brand Awareness,16394.72,0.18,2804
1890,TikTok,Seasonal,11188.7,0.13,32210
1891,TikTok,Seasonal,12606.55,0.15,48734
1892,Email,Seasonal,10900.83,0.13,19541
1893,Google,Flash Sale,5489.58,0.07,36670
1894,TikTok,Seasonal,8858.87,0.11,4926
1895,Email,Seasonal,14267.12,0.16,6232
1896,Meta,Flash Sale,5244.49,0.07,31404
1897,Meta,Flash Sale,10650.73,0.13,46691
1898,Google,Seasonal,17827.53,0.2,37314
1899,Meta,Brand Awareness,9192.11,0.11,10945
1900,Email,Brand Awareness,2158.68,0.04,44480
1901,Email,Brand Awareness,18128.07,0.2,21439
1902,TikTok,Brand Awareness,19412.49,0.21,35453
1903,TikTok,Flash Sale,19644.5,0.22,30584
1904,Meta,Flash Sale,14678.09,0.17,27490
1905,TikTok,Brand Awareness,4758.71,0.07,18986
1906,Google,Seasonal,9772.74,0.12,1224
1907,Email,Flash Sale,1227.28,0.03,12042
1908,Meta,Brand Awareness,19609.32,0.22,11159
1909,Google,Flash Sale,13683.03,0.16,7046
1910,Google,Flash Sale,1194.04,0.03,13729
1911,TikTok,Flash Sale,13596.04,0.16,37472
1912,TikTok,Brand Awareness,6328.88,0.08,22589
1913,Email,Flash Sale,5651.07,0.08,19863
1914,TikTok,Flash Sale,16002.27,0.18,37650
1915,Email,Flash Sale,18891.21,0.21,16699
1916,Google,Brand Awareness,1008.53,0.03,19235
1917,Email,Seasonal,9161.36,0.11,25724
1918,Google,Seasonal,11113.29,0.13,27153
1919,TikTok,Seasonal,17544.52,0.2,42616
1920,TikTok,Flash Sale,4157.63,0.06,31135
1921,Meta,Seasonal,12999.35,0.15,20757
1922,Meta,Flash Sale,17799.12,0.2,40344
1923,Email,Seasonal,19074.03,0.21,11626
1924,TikTok,Flash Sale,11026.86,0.13,12880
1925,Email,Flash Sale,8624.94,0.11,13046
1926,Google,Flash Sale,14781.94,0.17,31409
1927,Google,Flash Sale,4663.79,0.07,15502
1928,Google,Seasonal,4812.25,0.07,10910
1929,Meta,Flash Sale,18968.52,0.21,40596
1930,Meta,Seasonal,16876.57,0.19,23315
1931,Meta,Seasonal,2216.15,0.04,1030
1932,TikTok,Flash Sale,11024.63,0.13,25696
1933,Google,Seasonal,6428.51,0.08,44914
1934,Email,Seasonal,15648.3,0.18,9193
1935,Meta,Seasonal,15380.13,0.17,5538
1936,Email,Seasonal,14410.71,0.16,22974
1937,Meta,Flash Sale,2228.28,0.04,42665
1938,Google,Seasonal,14549.93,0.17,2895
1939,Meta,Flash Sale,13663.1,0.16,29662
1940,Meta,Brand Awareness,16248.3,0.18,33566
1941,Google,Flash Sale,15594.9,0.18,24140
1942,Meta,Flash Sale,19927.76,0.22,21704
1943,TikTok,Brand Awareness,14077.85,0.16,29920
1944,Email,Brand Awareness,12460.06,0.14,10049
1945,Google,Flash Sale,12517.68,0.15,9282
1946,Email,Brand Awareness,9958.98,0.12,15123
1947,Meta,Seasonal,11548.86,0.14,13837
1948,TikTok,Brand Awareness,11738.99,0.14,43954
1949,Meta,Seasonal,9357.85,0.11,13652
1950,Email,Seasonal,1227.83,0.03,27672
1951,TikTok,Brand Awareness,15201.42,0.17,18591
1952,Email,Flash Sale,4927.97,0.07,48433
1953,TikTok,Flash Sale,1552.12,0.04,19345
1954,Google,Brand Awareness,18473.57,0.2,1059
1955,Google,Flash Sale,12672.26,0.15,17730
1956,TikTok,Seasonal,16526.14,0.19,46030
1957,Google,Seasonal,1332.18,0.03,3756
1958,TikTok,Seasonal,2019.04,0.04,6977
1959,Google,Seasonal,6894.29,0.09,24973
1960,Meta,Brand Awareness,11512.88,0.14,14055
1961,Meta,Flash Sale,3666.39,0.06,24366
1962,Meta,Brand Awareness,10666.57,0.13,44000
1963,Google,Seasonal,19541.84,0.22,45650
1964,TikTok,Seasonal,17196.89,0.19,11327
1965,TikTok,Brand Awareness,8092.29,0.1,47538
1966,Email,Seasonal,11121.36,0.13,1501
1967,Email,Brand Awareness,2303.27,0.04,8599
1968,Google,Seasonal,5422.06,0.07,30005
1969,Meta,Brand Awareness,3288.04,0.05,4396
1970,Email,Flash Sale,18478.8,0.2,27133
1971,TikTok,Flash Sale,8798.93,0.11,2053
1972,Meta,Brand Awareness,14214.81,0.16,12947
1973,Meta,Flash Sale,18061.0,0.2,4281
1974,Google,Flash Sale,8923.76,0.11,47454
1975,TikTok,Flash Sale,15360.92,0.17,23037
1976,Meta,Seasonal,11337.02,0.13,19591
1977,Meta,Seasonal,10771.26,0.13,2503
1978,TikTok,Flash Sale,10116.82,0.12,36305
1979,Email,Brand Awareness,19165.81,0.21,4252
1980,Email,Seasonal,10258.36,0.12,27256
1981,Google,Seasonal,1256.45,0.03,4726
1982,Google,Seasonal,3968.91,0.06,35519
1983,Meta,Seasonal,3372.26,0.05,18203
1984,Google,Brand Awareness,12796.88,0.15,6396
1985,Meta,Seasonal,3554.56,0.06,6785
1986,TikTok,Seasonal,8906.86,0.11,7203
1987,Google,Brand Awareness,2879.17,0.05,7805
1988,Meta,Flash Sale,5658.41,0.08,16478
1989,Meta,Seasonal,10090.82,0.12,28860
1990,Meta,Seasonal,13891.6,0.16,37064
1991,Email,Flash Sale,5150.7,0.07,31464
1992,Google,Flash Sale,12918.31,0.15,2921
1993,TikTok,Flash Sale,2340.6,0.04,23997
1994,TikTok,Seasonal,8481.14,0.1,1285
1995,Email,Seasonal,10714.11,0.13,42055
1996,Email,Brand Awareness,7730.79,0.1,3367
1997,Meta,Flash Sale,2093.07,0.04,40631
1998,Meta,Flash Sale,16118.63,0.18,43677
1999,TikTok,Flash Sale,5532.84,0.08,46244
2000,Email,Brand Awareness,4659.36,0.07,33305
2001,Email,Brand Awareness,6528.8,0.09,29123
2002,TikTok,Brand Awareness,2078.83,0.04,36850
2003,Email,Flash Sale,3816.95,0.06,24915
2004,Meta,Brand Awareness,18750.82,0.21,29221
2005,Meta,Brand Awareness,4264.87,0.06,18638
2006,Google,Brand Awareness,17265.7,0.19,31634
2007,Google,Seasonal,10090.14,0.12,28637
2008,Meta,Brand Awareness,17480.4,0.19,7174
2009,Email,Brand Awareness,13274.84,0.15,22666
2010,TikTok,Seasonal,7429.96,0.09,31193
2011,TikTok,Flash Sale,9330.69,0.11,15643
2012,Meta,Flash Sale,7536.2,0.1,7145
2013,Meta,Flash Sale,9011.43,0.11,13220
2014,TikTok,Flash Sale,1171.31,0.03,25546
2015,Email,Flash Sale,14898.49,0.17,11471
2016,Email,Brand Awareness,7281.65,0.09,33379
2017,Meta,Brand Awareness,3659.62,0.06,7550
2018,TikTok,Brand Awareness,15056.51,0.17,10978
2019,Meta,Seasonal,3018.75,0.05,17142
2020,TikTok,Flash Sale,9092.59,0.11,39697
2021,TikTok,Seasonal,19137.63,0.21,6541
2022,Google,Brand Awareness,14471.5,0.16,31651
2023,Google,Brand Awareness,19226.09,0.21,4511
2024,Email,Seasonal,8704.76,0.11,45524
2025,TikTok,Flash Sale,2946.34,0.05,39984
2026,Meta,Brand Awareness,16510.43,0.19,25725
2027,TikTok,Brand Awareness,14322.73,0.16,27199
2028,Email,Brand Awareness,1521.15,0.04,23805
2029,Meta,Flash Sale,18545.29,0.21,12306
2030,Meta,Seasonal,9226.6,0.11,1191
2031,Email,Brand Awareness,9180.73,0.11,8966
2032,Email,Brand Awareness,18367.65,0.2,1827
2033,TikTok,Brand Awareness,12747.83,0.15,48007
2034,TikTok,Seasonal,15009.74,0.17,12816
2035,TikTok,Flash Sale,13823.51,0.16,28545
2036,Google,Seasonal,1481.87,0.03,29782
2037,Email,Flash Sale,15861.03,0.18,29876
2038,Email,Brand Awareness,17715.68,0.2,19775
2039,Email,Flash Sale,1651.81,0.04,12528
2040,TikTok,Seasonal,2819.54,0.05,42039
2041,Email,Flash Sale,4232.54,0.06,32404
2042,Meta,Seasonal,18807.97,0.21,2855
2043,Meta,Brand Awareness,8575.38,0.11,39919
2044,Google,Flash Sale,8018.14,0.1,49681
2045,Meta,Seasonal,6564.94,0.09,6734
2046,TikTok,Brand Awareness,17545.3,0.2,32264
2047,Email,Flash Sale,4012.74,0.06,28361
2048,Email,Seasonal,3634.31,0.06,7168
2049,Email,Seasonal,4142.02,0.06,32981
2050,Google,Seasonal,9810.33,0.12,14577
2051,Meta,Flash Sale,2240.17,0.04,8899
2052,Google,Seasonal,1882.01,0.04,32209
2053,Google,Seasonal,9836.99,0.12,32577
2054,Meta,Flash Sale,4762.01,0.07,37546
2055,Google,Seasonal,1674.71,0.04,46627
2056,TikTok,Flash Sale,2544.85,0.05,15262
2057,Email,Brand Awareness,17394.85,0.19,44358
2058,Email,Brand Awareness,18488.23,0.2,13332
2059,Email,Flash Sale,1685.14,0.04,2886
2060,Meta,Brand Awareness,2464.56,0.04,12189
2061,Google,Seasonal,1184.94,0.03,36669
2062,TikTok,Seasonal,12239.73,0.14,25107
2063,Email,Flash Sale,19427.64,0.21,1528
2064,TikTok,Flash Sale,17474.93,0.19,42699
2065,Google,Seasonal,3907.71,0.06,43139
2066,Email,Flash Sale,6577.23,0.09,47604
2067,TikTok,Seasonal,3022.24,0.05,5287
2068,Email,Brand Awareness,6990.99,0.09,12644
2069,Email,Flash Sale,6507.3,0.09,7719
2070,Meta,Brand Awareness,13729.46,0.16,37832
2071,TikTok,Seasonal,5574.33,0.08,37663
2072,TikTok,Seasonal,9818.64,0.12,22149
2073,Google,Seasonal,19911.5,0.22,39791
2074,Email,Brand Awareness,6391.4,0.08,29418
2075,TikTok,Brand Awareness,6437.84,0.08,29856
2076,Email,Flash Sale,12013.74,0.14,48703
2077,Email,Brand Awareness,19627.19,0.22,20171
2078,Google,Flash Sale,14983.23,0.17,22247
2079,Meta,Brand Awareness,6682.54,0.09,18320
2080,Google,Seasonal,6230.28,0.08,22655
2081,Email,Seasonal,10109.18,0.12,34901
2082,Google,Brand Awareness,3545.83,0.06,6543
2083,TikTok,Brand Awareness,8116.12,0.1,34011
2084,TikTok,Flash Sale,4229.07,0.06,10612
2085,Email,Brand Awareness,19792.83,0.22,49414
2086,Email,Seasonal,2266.46,0.04,32246
2087,Meta,Brand Awareness,16616.14,0.19,28097
2088,TikTok,Flash Sale,3550.41,0.06,25532
2089,Email,Flash Sale,19854.17,0.22,2802
2090,Google,Flash Sale,5201.01,0.07,28607
2091,Email,Seasonal,11297.33,0.13,43712
2092,TikTok,Flash Sale,16570.89,0.19,24400
2093,Meta,Flash Sale,2422.5,0.04,12815
2094,Google,Seasonal,12593.1,0.15,4927
2095,Google,Brand Awareness,11005.37,0.13,21858
2096,Google,Brand Awareness,14416.87,0.16,43128
2097,Meta,Brand Awareness,13561.57,0.16,41246
2098,Google,Flash Sale,19960.07,0.22,48076
2099,Google,Flash Sale,14150.25,0.16,19234
2100,Google,Brand Awareness,3123.9,0.05,26463
2101,TikTok,Seasonal,11017.93,0.13,18114
2102,Meta,Brand Awareness,17728.71,0.2,15806
2103,Google,Seasonal,9295.92,0.11,6909
2104,TikTok,Brand Awareness,6027.39,0.08,6146
2105,TikTok,Brand Awareness,10278.63,0.12,45395
2106,Meta,Seasonal,14673.42,0.17,36260
2107,Google,Flash Sale,11565.56,0.14,26243
2108,Meta,Seasonal,10855.99,0.13,39510
2109,TikTok,Brand Awareness,11117.12,0.13,27317
2110,Meta,Seasonal,16195.88,0.18,13439
2111,TikTok,Brand Awareness,14215.09,0.16,21503
2112,Google,Seasonal,13283.75,0.15,27647
2113,Email,Seasonal,19221.76,0.21,46532
2114,Google,Flash Sale,1204.22,0.03,36097
2115,Email,Seasonal,6824.6,0.09,2997
2116,Meta,Seasonal,6903.98,0.09,44388
2117,Google,Brand Awareness,18633.0,0.21,44319
2118,TikTok,Seasonal,13584.97,0.16,20348
2119,Google,Flash Sale,13770.95,0.16,3878
2120,Email,Brand Awareness,16377.03,0.18,40779
2121,TikTok,Seasonal,18550.09,0.21,3311
2122,Email,Brand Awareness,11031.46,0.13,25963
2123,Google,Brand Awareness,8939.78,0.11,13683
2124,Google,Seasonal,10574.07,0.13,22579
2125,Email,Brand Awareness,19824.38,0.22,48911
2126,Meta,Brand Awareness,1498.38,0.03,4689
2127,Email,Brand Awareness,8912.7,0.11,35650
2128,Meta,Seasonal,2416.51,0.04,35441
2129,TikTok,Flash Sale,8221.64,0.1,36073
2130,TikTok,Brand Awareness,15702.22,0.18,15339
2131,Meta,Seasonal,11799.23,0.14,32298
2132,Google,Brand Awareness,4175.24,0.06,5218
2133,TikTok,Flash Sale,14458.59,0.16,15681
2134,Email,Seasonal,19581.38,0.22,48357
2135,Google,Brand Awareness,14992.58,0.17,22448
2136,Meta,Flash Sale,11106.56,0.13,26006
2137,Meta,Flash Sale,10903.12,0.13,37277
2138,TikTok,Flash Sale,14664.53,0.17,18118
2139,TikTok,Brand Awareness,12115.8,0.14,27404
2140,Google,Seasonal,15657.23,0.18,40275
2141,Google,Flash Sale,11932.0,0.14,22035
2142,Meta,Flash Sale,10023.46,0.12,12953
2143,Email,Brand Awareness,3765.05,0.06,40944
2144,Email,Flash Sale,19979.74,0.22,25552
2145,Google,Flash Sale,8786.96,0.11,19061
2146,Email,Flash Sale,5299.0,0.07,39164
2147,Email,Brand Awareness,10898.93,0.13,31851
2148,Google,Flash Sale,11860.71,0.14,27536
2149,Google,Seasonal,17327.87,0.19,9065
2150,TikTok,Brand Awareness,9293.37,0.11,36163
2151,TikTok,Flash Sale,13959.46,0.16,43477
2152,TikTok,Seasonal,15915.72,0.18,16583
2153,TikTok,Brand Awareness,19554.25,0.22,7404
2154,Meta,Seasonal,3618.07,0.06,49605
2155,Google,Flash Sale,1277.21,0.03,48810
2156,Meta,Flash Sale,15831.87,0.18,19572
2157,Email,Flash Sale,11971.99,0.14,41355
2158,Google,Flash Sale,3256.42,0.05,36585
2159,Meta,Brand Awareness,18463.18,0.2,37023
2160,TikTok,Brand Awareness,3214.34,0.05,35549
2161,Meta,Flash Sale,16966.16,0.19,7977
2162,TikTok,Brand Awareness,10199.55,0.12,15857
2163,Google,Seasonal,13156.96,0.15,47110
2164,Google,Brand Awareness,16915.98,0.19,12410
2165,Email,Flash Sale,14791.99,0.17,39225
2166,Google,Seasonal,15245.58,0.17,39376
2167,Meta,Seasonal,11247.94,0.13,25561
2168,Email,Seasonal,16198.91,0.18,34502
2169,TikTok,Seasonal,11121.66,0.13,36196
2170,Meta,Seasonal,10649.05,0.13,16920
2171,Google,Brand Awareness,3509.08,0.06,32567
2172,Google,Brand Awareness,6623.82,0.09,16547
2173,Google,Brand Awareness,13683.52,0.16,28265
2174,TikTok,Seasonal,6586.69,0.09,33833
2175,Email,Flash Sale,4128.82,0.06,20563
2176,Google,Brand Awareness,19031.56,0.21,48141
2177,Google,Seasonal,2634.35,0.05,37196
2178,TikTok,Seasonal,4314.68,0.06,8724
2179,Meta,Seasonal,1605.34,0.04,28750
2180,Meta,Brand Awareness,15970.47,0.18,20532
2181,TikTok,Flash Sale,16158.95,0.18,38611
2182,Meta,Seasonal,18540.97,0.21,6687
2183,Email,Flash Sale,2096.17,0.04,6337
2184,Meta,Flash Sale,19011.65,0.21,46786
2185,Email,Brand Awareness,1623.9,0.04,17965
2186,TikTok,Flash Sale,9342.52,0.11,43995
2187,Email,Brand Awareness,9860.13,0.12,48353
2188,Google,Brand Awareness,15940.31,0.18,20888
2189,Email,Seasonal,11315.41,0.13,30819
2190,TikTok,Flash Sale,2523.44,0.05,24727
2191,Meta,Flash Sale,15245.32,0.17,34220
2192,TikTok,Brand Awareness,5950.51,0.08,28319
2193,Email,Seasonal,2921.32,0.05,41946
2194,Email,Seasonal,7277.94,0.09,25657
2195,TikTok,Seasonal,16019.07,0.18,9520
2196,Meta,Seasonal,1633.27,0.04,45853
2197,Email,Brand Awareness,14848.96,0.17,2804
2198,TikTok,Flash Sale,6069.48,0.08,36237
2199,Google,Seasonal,16734.57,0.19,26070
2200,Google,Flash Sale,11039.29,0.13,11926
2201,TikTok,Flash Sale,16035.47,0.18,2957
2202,Google,Seasonal,8039.62,0.1,5925
2203,Email,Seasonal,14207.62,0.16,35039
2204,Email,Flash Sale,11738.08,0.14,20688
2205,TikTok,Seasonal,6318.55,0.08,46978
2206,Google,Seasonal,15560.61,0.18,48392
2207,Google,Seasonal,16720.44,0.19,18633
2208,Email,Flash Sale,5553.85,0.08,19073
