date,month,quarter,year,week_of_year,is_weekend,season
2028-02-27,2,1,2028,8,1,Winter
2028-02-28,2,1,2028,9,0,Winter
2028-02-29,2,1,2028,9,0,Winter
2028-03-01,3,1,2028,9,0,Spring
2028-03-02,3,1,2028,9,0,Spring
2028-03-03,3,1,2028,9,0,Spring
2028-03-04,3,1,2028,9,1,Spring
2028-03-05,3,1,2028,9,1,Spring
2028-03-06,3,1,2028,10,0,Spring
2028-03-07,3,1,2028,10,0,Spring
2028-03-08,3,1,2028,10,0,Spring
2028-03-09,3,1,2028,10,0,Spring
2028-03-10,3,1,2028,10,0,Spring
2028-03-11,3,1,2028,10,1,Spring
2028-03-12,3,1,2028,10,1,Spring
2028-03-13,3,1,2028,11,0,Spring
2028-03-14,3,1,2028,11,0,Spring
2028-03-15,3,1,2028,11,0,Spring
2028-03-16,3,1,2028,11,0,Spring
2028-03-17,3,1,2028,11,0,Spring
2028-03-18,3,1,2028,11,1,Spring
2028-03-19,3,1,2028,11,1,Spring
2028-03-20,3,1,2028,12,0,Spring
2028-03-21,3,1,2028,12,0,Spring
2028-03-22,3,1,2028,12,0,Spring
2028-03-23,3,1,2028,12,0,Spring
2028-03-24,3,1,2028,12,0,Spring
2028-03-25,3,1,2028,12,1,Spring
2028-03-26,3,1,2028,12,1,Spring
2028-03-27,3,1,2028,13,0,Spring
2028-03-28,3,1,2028,13,0,Spring
2028-03-29,3,1,2028,13,0,Spring
2028-03-30,3,1,2028,13,0,Spring
2028-03-31,3,1,2028,13,0,Spring
2028-04-01,4,2,2028,13,1,Spring
2028-04-02,4,2,2028,13,1,Spring
2028-04-03,4,2,2028,14,0,Spring
2028-04-04,4,2,2028,14,0,Spring
2028-04-05,4,2,2028,14,0,Spring
2028-04-06,4,2,2028,14,0,Spring
2028-04-07,4,2,2028,14,0,Spring
2028-04-08,4,2,2028,14,1,Spring
2028-04-09,4,2,2028,14,1,Spring
2028-04-10,4,2,2028,15,0,Spring
2028-04-11,4,2,2028,15,0,Spring
2028-04-12,4,2,2028,15,0,Spring
2028-04-13,4,2,2028,15,0,Spring
2028-04-14,4,2,2028,15,0,Spring
2028-04-15,4,2,2028,15,1,Spring
2028-04-16,4,2,2028,15,1,Spring
2028-04-17,4,2,2028,16,0,Spring
2028-04-18,4,2,2028,16,0,Spring
2028-04-19,4,2,2028,16,0,Spring
2028-04-20,4,2,2028,16,0,Spring
2028-04-21,4,2,2028,16,0,Spring
2028-04-22,4,2,2028,16,1,Spring
2028-04-23,4,2,2028,16,1,Spring
2028-04-24,4,2,2028,17,0,Spring
2028-04-25,4,2,2028,17,0,Spring
2028-04-26,4,2,2028,17,0,Spring
2028-04-27,4,2,2028,17,0,Spring
2028-04-28,4,2,2028,17,0,Spring
2028-04-29,4,2,2028,17,1,Spring
2028-04-30,4,2,2028,17,1,Spring
2028-05-01,5,2,2028,18,0,Spring
2028-05-02,5,2,2028,18,0,Spring
2028-05-03,5,2,2028,18,0,Spring
2028-05-04,5,2,2028,18,0,Spring
2028-05-05,5,2,2028,18,0,Spring
2028-05-06,5,2,2028,18,1,Spring
2028-05-07,5,2,2028,18,1,Spring
2028-05-08,5,2,2028,19,0,Spring
2028-05-09,5,2,2028,19,0,Spring
2028-05-10,5,2,2028,19,0,Spring
2028-05-11,5,2,2028,19,0,Spring
2028-05-12,5,2,2028,19,0,Spring
2028-05-13,5,2,2028,19,1,Spring
2028-05-14,5,2,2028,19,1,Spring
2028-05-15,5,2,2028,20,0,Spring
2028-05-16,5,2,2028,20,0,Spring
2028-05-17,5,2,2028,20,0,Spring
2028-05-18,5,2,2028,20,0,Spring
2028-05-19,5,2,2028,20,0,Spring
2028-05-20,5,2,2028,20,1,Spring
2028-05-21,5,2,2028,20,1,Spring
2028-05-22,5,2,2028,21,0,Spring
2028-05-23,5,2,2028,21,0,Spring
2028-05-24,5,2,2028,21,0,Spring
2028-05-25,5,2,2028,21,0,Spring
2028-05-26,5,2,2028,21,0,Spring
2028-05-27,5,2,2028,21,1,Spring
2028-05-28,5,2,2028,21,1,Spring
2028-05-29,5,2,2028,22,0,Spring
2028-05-30,5,2,2028,22,0,Spring
2028-05-31,5,2,2028,22,0,Spring
2028-06-01,6,2,2028,22,0,Summer
2028-06-02,6,2,2028,22,0,Summer
2028-06-03,6,2,2028,22,1,Summer
2028-06-04,6,2,2028,22,1,Summer
2028-06-05,6,2,2028,23,0,Summer
2028-06-06,6,2,2028,23,0,Summer
2028-06-07,6,2,2028,23,0,Summer
2028-06-08,6,2,2028,23,0,Summer
2028-06-09,6,2,2028,23,0,Summer
2028-06-10,6,2,2028,23,1,Summer
2028-06-11,6,2,2028,23,1,Summer
2028-06-12,6,2,2028,24,0,Summer
2028-06-13,6,2,2028,24,0,Summer
2028-06-14,6,2,2028,24,0,Summer
2028-06-15,6,2,2028,24,0,Summer
2028-06-16,6,2,2028,24,0,Summer
2028-06-17,6,2,2028,24,1,Summer
2028-06-18,6,2,2028,24,1,Summer
2028-06-19,6,2,2028,25,0,Summer
2028-06-20,6,2,2028,25,0,Summer
2028-06-21,6,2,2028,25,0,Summer
2028-06-22,6,2,2028,25,0,Summer
2028-06-23,6,2,2028,25,0,Summer
2028-06-24,6,2,2028,25,1,Summer
2028-06-25,6,2,2028,25,1,Summer
2028-06-26,6,2,2028,26,0,Summer
2028-06-27,6,2,2028,26,0,Summer
2028-06-28,6,2,2028,26,0,Summer
2028-06-29,6,2,2028,26,0,Summer
2028-06-30,6,2,2028,26,0,Summer
2028-07-01,7,3,2028,26,1,Summer
2028-07-02,7,3,2028,26,1,Summer
2028-07-03,7,3,2028,27,0,Summer
2028-07-04,7,3,2028,27,0,Summer
2028-07-05,7,3,2028,27,0,Summer
2028-07-06,7,3,2028,27,0,Summer
2028-07-07,7,3,2028,27,0,Summer
2028-07-08,7,3,2028,27,1,Summer
2028-07-09,7,3,2028,27,1,Summer
2028-07-10,7,3,2028,28,0,Summer
2028-07-11,7,3,2028,28,0,Summer
2028-07-12,7,3,2028,28,0,Summer
2028-07-13,7,3,2028,28,0,Summer
2028-07-14,7,3,2028,28,0,Summer
2028-07-15,7,3,2028,28,1,Summer
2028-07-16,7,3,2028,28,1,Summer
2028-07-17,7,3,2028,29,0,Summer
2028-07-18,7,3,2028,29,0,Summer
2028-07-19,7,3,2028,29,0,Summer
2028-07-20,7,3,2028,29,0,Summer
2028-07-21,7,3,2028,29,0,Summer
2028-07-22,7,3,2028,29,1,Summer
2028-07-23,7,3,2028,29,1,Summer
2028-07-24,7,3,2028,30,0,Summer
2028-07-25,7,3,2028,30,0,Summer
2028-07-26,7,3,2028,30,0,Summer
2028-07-27,7,3,2028,30,0,Summer
2028-07-28,7,3,2028,30,0,Summer
2028-07-29,7,3,2028,30,1,Summer
2028-07-30,7,3,2028,30,1,Summer
2028-07-31,7,3,2028,31,0,Summer
2028-08-01,8,3,2028,31,0,Summer
2028-08-02,8,3,2028,31,0,Summer
2028-08-03,8,3,2028,31,0,Summer
2028-08-04,8,3,2028,31,0,Summer
2028-08-05,8,3,2028,31,1,Summer
2028-08-06,8,3,2028,31,1,Summer
2028-08-07,8,3,2028,32,0,Summer
2028-08-08,8,3,2028,32,0,Summer
2028-08-09,8,3,2028,32,0,Summer
2028-08-10,8,3,2028,32,0,Summer
2028-08-11,8,3,2028,32,0,Summer
2028-08-12,8,3,2028,32,1,Summer
2028-08-13,8,3,2028,32,1,Summer
2028-08-14,8,3,2028,33,0,Summer
2028-08-15,8,3,2028,33,0,Summer
2028-08-16,8,3,2028,33,0,Summer
2028-08-17,8,3,2028,33,0,Summer
2028-08-18,8,3,2028,33,0,Summer
2028-08-19,8,3,2028,33,1,Summer
2028-08-20,8,3,2028,33,1,Summer
2028-08-21,8,3,2028,34,0,Summer
2028-08-22,8,3,2028,34,0,Summer
2028-08-23,8,3,2028,34,0,Summer
2028-08-24,8,3,2028,34,0,Summer
2028-08-25,8,3,2028,34,0,Summer
2028-08-26,8,3,2028,34,1,Summer
2028-08-27,8,3,2028,34,1,Summer
2028-08-28,8,3,2028,35,0,Summer
2028-08-29,8,3,2028,35,0,Summer
2028-08-30,8,3,2028,35,0,Summer
2028-08-31,8,3,2028,35,0,Summer
2028-09-01,9,3,2028,35,0,Autumn
2028-09-02,9,3,2028,35,1,Autumn
2028-09-03,9,3,2028,35,1,Autumn
2028-09-04,9,3,2028,36,0,Autumn
2028-09-05,9,3,2028,36,0,Autumn
2028-09-06,9,3,2028,36,0,Autumn
2028-09-07,9,3,2028,36,0,Autumn
2028-09-08,9,3,2028,36,0,Autumn
2028-09-09,9,3,2028,36,1,Autumn
2028-09-10,9,3,2028,36,1,Autumn
2028-09-11,9,3,2028,37,0,Autumn
2028-09-12,9,3,2028,37,0,Autumn
2028-09-13,9,3,2028,37,0,Autumn
2028-09-14,9,3,2028,37,0,Autumn
2028-09-15,9,3,2028,37,0,Autumn
2028-09-16,9,3,2028,37,1,Autumn
2028-09-17,9,3,2028,37,1,Autumn
2028-09-18,9,3,2028,38,0,Autumn
2028-09-19,9,3,2028,38,0,Autumn
2028-09-20,9,3,2028,38,0,Autumn
2028-09-21,9,3,2028,38,0,Autumn
2028-09-22,9,3,2028,38,0,Autumn
2028-09-23,9,3,2028,38,1,Autumn
2028-09-24,9,3,2028,38,1,Autumn
2028-09-25,9,3,2028,39,0,Autumn
2028-09-26,9,3,2028,39,0,Autumn
2028-09-27,9,3,2028,39,0,Autumn
2028-09-28,9,3,2028,39,0,Autumn
2028-09-29,9,3,2028,39,0,Autumn
2028-09-30,9,3,2028,39,1,Autumn
2028-10-01,10,4,2028,39,1,Autumn
2028-10-02,10,4,2028,40,0,Autumn
2028-10-03,10,4,2028,40,0,Autumn
2028-10-04,10,4,2028,40,0,Autumn
2028-10-05,10,4,2028,40,0,Autumn
2028-10-06,10,4,2028,40,0,Autumn
2028-10-07,10,4,2028,40,1,Autumn
2028-10-08,10,4,2028,40,1,Autumn
2028-10-09,10,4,2028,41,0,Autumn
2028-10-10,10,4,2028,41,0,Autumn
2028-10-11,10,4,2028,41,0,Autumn
2028-10-12,10,4,2028,41,0,Autumn
2028-10-13,10,4,2028,41,0,Autumn
2028-10-14,10,4,2028,41,1,Autumn
2028-10-15,10,4,2028,41,1,Autumn
2028-10-16,10,4,2028,42,0,Autumn
2028-10-17,10,4,2028,42,0,Autumn
2028-10-18,10,4,2028,42,0,Autumn
2028-10-19,10,4,2028,42,0,Autumn
2028-10-20,10,4,2028,42,0,Autumn
2028-10-21,10,4,2028,42,1,Autumn
2028-10-22,10,4,2028,42,1,Autumn
2028-10-23,10,4,2028,43,0,Autumn
2028-10-24,10,4,2028,43,0,Autumn
2028-10-25,10,4,2028,43,0,Autumn
2028-10-26,10,4,2028,43,0,Autumn
2028-10-27,10,4,2028,43,0,Autumn
2028-10-28,10,4,2028,43,1,Autumn
2028-10-29,10,4,2028,43,1,Autumn
2028-10-30,10,4,2028,44,0,Autumn
2028-10-31,10,4,2028,44,0,Autumn
2028-11-01,11,4,2028,44,0,Autumn
2028-11-02,11,4,2028,44,0,Autumn
2028-11-03,11,4,2028,44,0,Autumn
2028-11-04,11,4,2028,44,1,Autumn
2028-11-05,11,4,2028,44,1,Autumn
2028-11-06,11,4,2028,45,0,Autumn
2028-11-07,11,4,2028,45,0,Autumn
2028-11-08,11,4,2028,45,0,Autumn
2028-11-09,11,4,2028,45,0,Autumn
2028-11-10,11,4,2028,45,0,Autumn
2028-11-11,11,4,2028,45,1,Autumn
2028-11-12,11,4,2028,45,1,Autumn
2028-11-13,11,4,2028,46,0,Autumn
2028-11-14,11,4,2028,46,0,Autumn
2028-11-15,11,4,2028,46,0,Autumn
2028-11-16,11,4,2028,46,0,Autumn
2028-11-17,11,4,2028,46,0,Autumn
2028-11-18,11,4,2028,46,1,Autumn
2028-11-19,11,4,2028,46,1,Autumn
2028-11-20,11,4,2028,47,0,Autumn
2028-11-21,11,4,2028,47,0,Autumn
2028-11-22,11,4,2028,47,0,Autumn
2028-11-23,11,4,2028,47,0,Autumn
2028-11-24,11,4,2028,47,0,Autumn
2028-11-25,11,4,2028,47,1,Autumn
2028-11-26,11,4,2028,47,1,Autumn
2028-11-27,11,4,2028,48,0,Autumn
2028-11-28,11,4,2028,48,0,Autumn
2028-11-29,11,4,2028,48,0,Autumn
2028-11-30,11,4,2028,48,0,Autumn
2028-12-01,12,4,2028,48,0,Winter
2028-12-02,12,4,2028,48,1,Winter
2028-12-03,12,4,2028,48,1,Winter
2028-12-04,12,4,2028,49,0,Winter
2028-12-05,12,4,2028,49,0,Winter
2028-12-06,12,4,2028,49,0,Winter
2028-12-07,12,4,2028,49,0,Winter
2028-12-08,12,4,2028,49,0,Winter
2028-12-09,12,4,2028,49,1,Winter
2028-12-10,12,4,2028,49,1,Winter
2028-12-11,12,4,2028,50,0,Winter
2028-12-12,12,4,2028,50,0,Winter
2028-12-13,12,4,2028,50,0,Winter
2028-12-14,12,4,2028,50,0,Winter
2028-12-15,12,4,2028,50,0,Winter
2028-12-16,12,4,2028,50,1,Winter
2028-12-17,12,4,2028,50,1,Winter
2028-12-18,12,4,2028,51,0,Winter
2028-12-19,12,4,2028,51,0,Winter
2028-12-20,12,4,2028,51,0,Winter
2028-12-21,12,4,2028,51,0,Winter
2028-12-22,12,4,2028,51,0,Winter
2028-12-23,12,4,2028,51,1,Winter
2028-12-24,12,4,2028,51,1,Winter
2028-12-25,12,4,2028,52,0,Winter
2028-12-26,12,4,2028,52,0,Winter
2028-12-27,12,4,2028,52,0,Winter
2028-12-28,12,4,2028,52,0,Winter
2028-12-29,12,4,2028,52,0,Winter
2028-12-30,12,4,2028,52,1,Winter
2028-12-31,12,4,2028,52,1,Winter
2029-01-01,1,1,2029,1,0,Winter
2029-01-02,1,1,2029,1,0,Winter
2029-01-03,1,1,2029,1,0,Winter
2029-01-04,1,1,2029,1,0,Winter
2029-01-05,1,1,2029,1,0,Winter
2029-01-06,1,1,2029,1,1,Winter
2029-01-07,1,1,2029,1,1,Winter
2029-01-08,1,1,2029,2,0,Winter
2029-01-09,1,1,2029,2,0,Winter
2029-01-10,1,1,2029,2,0,Winter
2029-01-11,1,1,2029,2,0,Winter
2029-01-12,1,1,2029,2,0,Winter
2029-01-13,1,1,2029,2,1,Winter
2029-01-14,1,1,2029,2,1,Winter
2029-01-15,1,1,2029,3,0,Winter
2029-01-16,1,1,2029,3,0,Winter
2029-01-17,1,1,2029,3,0,Winter
2029-01-18,1,1,2029,3,0,Winter
2029-01-19,1,1,2029,3,0,Winter
2029-01-20,1,1,2029,3,1,Winter
2029-01-21,1,1,2029,3,1,Winter
2029-01-22,1,1,2029,4,0,Winter
2029-01-23,1,1,2029,4,0,Winter
2029-01-24,1,1,2029,4,0,Winter
2029-01-25,1,1,2029,4,0,Winter
2029-01-26,1,1,2029,4,0,Winter
2029-01-27,1,1,2029,4,1,Winter
2029-01-28,1,1,2029,4,1,Winter
2029-01-29,1,1,2029,5,0,Winter
2029-01-30,1,1,2029,5,0,Winter
2029-01-31,1,1,2029,5,0,Winter
2029-02-01,2,1,2029,5,0,Winter
2029-02-02,2,1,2029,5,0,Winter
2029-02-03,2,1,2029,5,1,Winter
2029-02-04,2,1,2029,5,1,Winter
2029-02-05,2,1,2029,6,0,Winter
2029-02-06,2,1,2029,6,0,Winter
2029-02-07,2,1,2029,6,0,Winter
2029-02-08,2,1,2029,6,0,Winter
2029-02-09,2,1,2029,6,0,Winter
2029-02-10,2,1,2029,6,1,Winter
2029-02-11,2,1,2029,6,1,Winter
2029-02-12,2,1,2029,7,0,Winter
2029-02-13,2,1,2029,7,0,Winter
2029-02-14,2,1,2029,7,0,Winter
2029-02-15,2,1,2029,7,0,Winter
2029-02-16,2,1,2029,7,0,Winter
2029-02-17,2,1,2029,7,1,Winter
2029-02-18,2,1,2029,7,1,Winter
2029-02-19,2,1,2029,8,0,Winter
2029-02-20,2,1,2029,8,0,Winter
2029-02-21,2,1,2029,8,0,Winter
2029-02-22,2,1,2029,8,0,Winter
2029-02-23,2,1,2029,8,0,Winter
2029-02-24,2,1,2029,8,1,Winter
2029-02-25,2,1,2029,8,1,Winter
2029-02-26,2,1,2029,9,0,Winter
2029-02-27,2,1,2029,9,0,Winter
2029-02-28,2,1,2029,9,0,Winter
2029-03-01,3,1,2029,9,0,Spring
2029-03-02,3,1,2029,9,0,Spring
2029-03-03,3,1,2029,9,1,Spring
2029-03-04,3,1,2029,9,1,Spring
2029-03-05,3,1,2029,10,0,Spring
2029-03-06,3,1,2029,10,0,Spring
2029-03-07,3,1,2029,10,0,Spring
2029-03-08,3,1,2029,10,0,Spring
2029-03-09,3,1,2029,10,0,Spring
2029-03-10,3,1,2029,10,1,Spring
2029-03-11,3,1,2029,10,1,Spring
2029-03-12,3,1,2029,11,0,Spring
2029-03-13,3,1,2029,11,0,Spring
2029-03-14,3,1,2029,11,0,Spring
2029-03-15,3,1,2029,11,0,Spring
2029-03-16,3,1,2029,11,0,Spring
2029-03-17,3,1,2029,11,1,Spring
2029-03-18,3,1,2029,11,1,Spring
2029-03-19,3,1,2029,12,0,Spring
2029-03-20,3,1,2029,12,0,Spring
2029-03-21,3,1,2029,12,0,Spring
2029-03-22,3,1,2029,12,0,Spring
2029-03-23,3,1,2029,12,0,Spring
2029-03-24,3,1,2029,12,1,Spring
2029-03-25,3,1,2029,12,1,Spring
2029-03-26,3,1,2029,13,0,Spring
2029-03-27,3,1,2029,13,0,Spring
2029-03-28,3,1,2029,13,0,Spring
2029-03-29,3,1,2029,13,0,Spring
2029-03-30,3,1,2029,13,0,Spring
2029-03-31,3,1,2029,13,1,Spring
2029-04-01,4,2,2029,13,1,Spring
2029-04-02,4,2,2029,14,0,Spring
2029-04-03,4,2,2029,14,0,Spring
2029-04-04,4,2,2029,14,0,Spring
2029-04-05,4,2,2029,14,0,Spring
2029-04-06,4,2,2029,14,0,Spring
2029-04-07,4,2,2029,14,1,Spring
2029-04-08,4,2,2029,14,1,Spring
2029-04-09,4,2,2029,15,0,Spring
2029-04-10,4,2,2029,15,0,Spring
2029-04-11,4,2,2029,15,0,Spring
2029-04-12,4,2,2029,15,0,Spring
2029-04-13,4,2,2029,15,0,Spring
2029-04-14,4,2,2029,15,1,Spring
2029-04-15,4,2,2029,15,1,Spring
2029-04-16,4,2,2029,16,0,Spring
2029-04-17,4,2,2029,16,0,Spring
2029-04-18,4,2,2029,16,0,Spring
2029-04-19,4,2,2029,16,0,Spring
2029-04-20,4,2,2029,16,0,Spring
2029-04-21,4,2,2029,16,1,Spring
2029-04-22,4,2,2029,16,1,Spring
2029-04-23,4,2,2029,17,0,Spring
2029-04-24,4,2,2029,17,0,Spring
2029-04-25,4,2,2029,17,0,Spring
2029-04-26,4,2,2029,17,0,Spring
2029-04-27,4,2,2029,17,0,Spring
2029-04-28,4,2,2029,17,1,Spring
2029-04-29,4,2,2029,17,1,Spring
2029-04-30,4,2,2029,18,0,Spring
2029-05-01,5,2,2029,18,0,Spring
2029-05-02,5,2,2029,18,0,Spring
2029-05-03,5,2,2029,18,0,Spring
2029-05-04,5,2,2029,18,0,Spring
2029-05-05,5,2,2029,18,1,Spring
2029-05-06,5,2,2029,18,1,Spring
2029-05-07,5,2,2029,19,0,Spring
2029-05-08,5,2,2029,19,0,Spring
2029-05-09,5,2,2029,19,0,Spring
2029-05-10,5,2,2029,19,0,Spring
2029-05-11,5,2,2029,19,0,Spring
2029-05-12,5,2,2029,19,1,Spring
2029-05-13,5,2,2029,19,1,Spring
2029-05-14,5,2,2029,20,0,Spring
2029-05-15,5,2,2029,20,0,Spring
2029-05-16,5,2,2029,20,0,Spring
2029-05-17,5,2,2029,20,0,Spring
2029-05-18,5,2,2029,20,0,Spring
2029-05-19,5,2,2029,20,1,Spring
2029-05-20,5,2,2029,20,1,Spring
2029-05-21,5,2,2029,21,0,Spring
2029-05-22,5,2,2029,21,0,Spring
2029-05-23,5,2,2029,21,0,Spring
2029-05-24,5,2,2029,21,0,Spring
2029-05-25,5,2,2029,21,0,Spring
2029-05-26,5,2,2029,21,1,Spring
2029-05-27,5,2,2029,21,1,Spring
2029-05-28,5,2,2029,22,0,Spring
2029-05-29,5,2,2029,22,0,Spring
2029-05-30,5,2,2029,22,0,Spring
2029-05-31,5,2,2029,22,0,Spring
2029-06-01,6,2,2029,22,0,Summer
2029-06-02,6,2,2029,22,1,Summer
2029-06-03,6,2,2029,22,1,Summer
2029-06-04,6,2,2029,23,0,Summer
2029-06-05,6,2,2029,23,0,Summer
2029-06-06,6,2,2029,23,0,Summer
2029-06-07,6,2,2029,23,0,Summer
2029-06-08,6,2,2029,23,0,Summer
2029-06-09,6,2,2029,23,1,Summer
2029-06-10,6,2,2029,23,1,Summer
2029-06-11,6,2,2029,24,0,Summer
2029-06-12,6,2,2029,24,0,Summer
2029-06-13,6,2,2029,24,0,Summer
2029-06-14,6,2,2029,24,0,Summer
2029-06-15,6,2,2029,24,0,Summer
2029-06-16,6,2,2029,24,1,Summer
2029-06-17,6,2,2029,24,1,Summer
2029-06-18,6,2,2029,25,0,Summer
2029-06-19,6,2,2029,25,0,Summer
2029-06-20,6,2,2029,25,0,Summer
2029-06-21,6,2,2029,25,0,Summer
2029-06-22,6,2,2029,25,0,Summer
2029-06-23,6,2,2029,25,1,Summer
2029-06-24,6,2,2029,25,1,Summer
2029-06-25,6,2,2029,26,0,Summer
2029-06-26,6,2,2029,26,0,Summer
2029-06-27,6,2,2029,26,0,Summer
2029-06-28,6,2,2029,26,0,Summer
2029-06-29,6,2,2029,26,0,Summer
2029-06-30,6,2,2029,26,1,Summer
2029-07-01,7,3,2029,26,1,Summer
2029-07-02,7,3,2029,27,0,Summer
2029-07-03,7,3,2029,27,0,Summer
2029-07-04,7,3,2029,27,0,Summer
2029-07-05,7,3,2029,27,0,Summer
2029-07-06,7,3,2029,27,0,Summer
2029-07-07,7,3,2029,27,1,Summer
2029-07-08,7,3,2029,27,1,Summer
2029-07-09,7,3,2029,28,0,Summer
2029-07-10,7,3,2029,28,0,Summer
2029-07-11,7,3,2029,28,0,Summer
2029-07-12,7,3,2029,28,0,Summer
2029-07-13,7,3,2029,28,0,Summer
2029-07-14,7,3,2029,28,1,Summer
2029-07-15,7,3,2029,28,1,Summer
2029-07-16,7,3,2029,29,0,Summer
2029-07-17,7,3,2029,29,0,Summer
2029-07-18,7,3,2029,29,0,Summer
2029-07-19,7,3,2029,29,0,Summer
2029-07-20,7,3,2029,29,0,Summer
2029-07-21,7,3,2029,29,1,Summer
2029-07-22,7,3,2029,29,1,Summer
2029-07-23,7,3,2029,30,0,Summer
2029-07-24,7,3,2029,30,0,Summer
2029-07-25,7,3,2029,30,0,Summer
2029-07-26,7,3,2029,30,0,Summer
2029-07-27,7,3,2029,30,0,Summer
2029-07-28,7,3,2029,30,1,Summer
2029-07-29,7,3,2029,30,1,Summer
2029-07-30,7,3,2029,31,0,Summer
2029-07-31,7,3,2029,31,0,Summer
2029-08-01,8,3,2029,31,0,Summer
2029-08-02,8,3,2029,31,0,Summer
2029-08-03,8,3,2029,31,0,Summer
2029-08-04,8,3,2029,31,1,Summer
2029-08-05,8,3,2029,31,1,Summer
2029-08-06,8,3,2029,32,0,Summer
2029-08-07,8,3,2029,32,0,Summer
2029-08-08,8,3,2029,32,0,Summer
2029-08-09,8,3,2029,32,0,Summer
2029-08-10,8,3,2029,32,0,Summer
2029-08-11,8,3,2029,32,1,Summer
2029-08-12,8,3,2029,32,1,Summer
2029-08-13,8,3,2029,33,0,Summer
2029-08-14,8,3,2029,33,0,Summer
2029-08-15,8,3,2029,33,0,Summer
2029-08-16,8,3,2029,33,0,Summer
2029-08-17,8,3,2029,33,0,Summer
2029-08-18,8,3,2029,33,1,Summer
2029-08-19,8,3,2029,33,1,Summer
2029-08-20,8,3,2029,34,0,Summer
2029-08-21,8,3,2029,34,0,Summer
2029-08-22,8,3,2029,34,0,Summer
2029-08-23,8,3,2029,34,0,Summer
2029-08-24,8,3,2029,34,0,Summer
2029-08-25,8,3,2029,34,1,Summer
2029-08-26,8,3,2029,34,1,Summer
2029-08-27,8,3,2029,35,0,Summer
2029-08-28,8,3,2029,35,0,Summer
2029-08-29,8,3,2029,35,0,Summer
2029-08-30,8,3,2029,35,0,Summer
2029-08-31,8,3,2029,35,0,Summer
2029-09-01,9,3,2029,35,1,Autumn
2029-09-02,9,3,2029,35,1,Autumn
2029-09-03,9,3,2029,36,0,Autumn
2029-09-04,9,3,2029,36,0,Autumn
2029-09-05,9,3,2029,36,0,Autumn
2029-09-06,9,3,2029,36,0,Autumn
2029-09-07,9,3,2029,36,0,Autumn
2029-09-08,9,3,2029,36,1,Autumn
2029-09-09,9,3,2029,36,1,Autumn
2029-09-10,9,3,2029,37,0,Autumn
2029-09-11,9,3,2029,37,0,Autumn
2029-09-12,9,3,2029,37,0,Autumn
2029-09-13,9,3,2029,37,0,Autumn
2029-09-14,9,3,2029,37,0,Autumn
2029-09-15,9,3,2029,37,1,Autumn
2029-09-16,9,3,2029,37,1,Autumn
2029-09-17,9,3,2029,38,0,Autumn
2029-09-18,9,3,2029,38,0,Autumn
2029-09-19,9,3,2029,38,0,Autumn
2029-09-20,9,3,2029,38,0,Autumn
2029-09-21,9,3,2029,38,0,Autumn
2029-09-22,9,3,2029,38,1,Autumn
2029-09-23,9,3,2029,38,1,Autumn
2029-09-24,9,3,2029,39,0,Autumn
2029-09-25,9,3,2029,39,0,Autumn
2029-09-26,9,3,2029,39,0,Autumn
2029-09-27,9,3,2029,39,0,Autumn
2029-09-28,9,3,2029,39,0,Autumn
2029-09-29,9,3,2029,39,1,Autumn
2029-09-30,9,3,2029,39,1,Autumn
2029-10-01,10,4,2029,40,0,Autumn
2029-10-02,10,4,2029,40,0,Autumn
2029-10-03,10,4,2029,40,0,Autumn
2029-10-04,10,4,2029,40,0,Autumn
2029-10-05,10,4,2029,40,0,Autumn
2029-10-06,10,4,2029,40,1,Autumn
2029-10-07,10,4,2029,40,1,Autumn
2029-10-08,10,4,2029,41,0,Autumn
2029-10-09,10,4,2029,41,0,Autumn
2029-10-10,10,4,2029,41,0,Autumn
2029-10-11,10,4,2029,41,0,Autumn
2029-10-12,10,4,2029,41,0,Autumn
2029-10-13,10,4,2029,41,1,Autumn
2029-10-14,10,4,2029,41,1,Autumn
2029-10-15,10,4,2029,42,0,Autumn
2029-10-16,10,4,2029,42,0,Autumn
2029-10-17,10,4,2029,42,0,Autumn
2029-10-18,10,4,2029,42,0,Autumn
2029-10-19,10,4,2029,42,0,Autumn
2029-10-20,10,4,2029,42,1,Autumn
2029-10-21,10,4,2029,42,1,Autumn
2029-10-22,10,4,2029,43,0,Autumn
2029-10-23,10,4,2029,43,0,Autumn
2029-10-24,10,4,2029,43,0,Autumn
2029-10-25,10,4,2029,43,0,Autumn
2029-10-26,10,4,2029,43,0,Autumn
2029-10-27,10,4,2029,43,1,Autumn
2029-10-28,10,4,2029,43,1,Autumn
2029-10-29,10,4,2029,44,0,Autumn
2029-10-30,10,4,2029,44,0,Autumn
2029-10-31,10,4,2029,44,0,Autumn
2029-11-01,11,4,2029,44,0,Autumn
2029-11-02,11,4,2029,44,0,Autumn
2029-11-03,11,4,2029,44,1,Autumn
2029-11-04,11,4,2029,44,1,Autumn
2029-11-05,11,4,2029,45,0,Autumn
2029-11-06,11,4,2029,45,0,Autumn
2029-11-07,11,4,2029,45,0,Autumn
2029-11-08,11,4,2029,45,0,Autumn
2029-11-09,11,4,2029,45,0,Autumn
2029-11-10,11,4,2029,45,1,Autumn
2029-11-11,11,4,2029,45,1,Autumn
2029-11-12,11,4,2029,46,0,Autumn
2029-11-13,11,4,2029,46,0,Autumn
2029-11-14,11,4,2029,46,0,Autumn
